id,title,releaseTear,img,genres,rating,ratingCount,clasification,duration,members
"tt0091251","Masacre (Ven y mira)",1985,"https://m.media-amazon.com/images/M/MV5BNTAyNGRjN2MtMTNmZi00NDliLWJhYTUtZjQyODU3MzZiYjcwXkEyXkFqcGc@._V1_.jpg","Drama, Suspense, Bélico",8.3,114481,"18",8520,"Dirección:  | Reparto principal:  /  /  / "
"tt0180093","Réquiem por un sueño",2000,"https://m.media-amazon.com/images/M/MV5BZTIxYzQxZDQtZGRhZC00NTM5LWE5NTMtMmQ2N2U1ZTY1NjhhXkEyXkFqcGc@._V1_.jpg","Drama",8.3,945721,"18",6120,"Dirección:  | Reparto principal:  /  /  / "
"tt0086190","El retorno del jedi",1983,"https://m.media-amazon.com/images/M/MV5BZDMyNDdjZjMtYTA0ZS00NjEyLTg2OWQtZDc0NmRkMjM5ZjE1XkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Fantasía",8.3,1174756,"A",7860,"Dirección:  | Reparto principal:  /  /  / "
"tt0435761","Toy Story 3",2010,"https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_.jpg","Animación, Aventura, Comedia",8.3,938900,"A",6180,"Dirección:  | Reparto principal:  /  /  / "
"tt2106476","La caza de Thomas Vinterberg",2012,"https://m.media-amazon.com/images/M/MV5BOGU0ZTE1ZGMtYmNjMi00OWQ1LTg4NmEtYjVmMmM0MTBlMDExXkEyXkFqcGc@._V1_.jpg","Drama",8.3,392069,"12",6900,"Dirección:  | Reparto principal:  /  /  / "
"tt0044741","Vivir",1952,"https://m.media-amazon.com/images/M/MV5BY2Y4MWRlNmQtNzc5OS00MmMxLTg4MWQtMjYyZDIxYTNiMzIzXkEyXkFqcGc@._V1_.jpg","Drama",8.3,97871,"12",8580,"Dirección:  | Reparto principal:  /  /  / "
"tt0338013","¡Olvídate de mí!",2004,"https://m.media-amazon.com/images/M/MV5BZGM3ZDYzMzktOGZhYy00NmE3LTg2Y2UtMjBjYzAwMzZhNmRhXkEyXkFqcGc@._V1_.jpg","Drama, Romance, Ciencia ficción",8.3,1145571,"13",6480,"Dirección:  | Reparto principal:  /  /  / "
"tt1255953","Incendios",2010,"https://m.media-amazon.com/images/M/MV5BYWFmMjdmNjctNzhhOC00ZmMzLTkwOGItMmVmZDU4MjE2MTYwXkEyXkFqcGc@._V1_.jpg","Drama, Misterio, Bélico",8.3,232441,"12",7860,"Dirección:  | Reparto principal:  /  /  / "
"tt0062622","2001: Una odisea del espacio",1968,"https://m.media-amazon.com/images/M/MV5BYTY2YzQyNTctOTM4MS00OGNjLWIwOTgtZjNjMTViNzIxMzZkXkEyXkFqcGc@._V1_.jpg","Aventura, Ciencia ficción",8.3,759104,"A",8940,"Dirección:  | Reparto principal:  /  /  / "
"tt0053604","El apartamento",1960,"https://m.media-amazon.com/images/M/MV5BNzI2NTQ0YmYtODhjOS00MWU4LWE3ZDAtOTYxMzlmN2IwYWVjXkEyXkFqcGc@._V1_.jpg","Comedia, Drama, Romance",8.3,210622,"18",7500,"Dirección:  | Reparto principal:  /  /  / "
"tt0056172","Lawrence de Arabia",1962,"https://m.media-amazon.com/images/M/MV5BYTAwNzJjY2QtMzQ4MC00YTI2LWJjOGEtOGQ5NmFiZDRkOGU4XkEyXkFqcGc@._V1_.jpg","Aventura, Biografía, Drama",8.3,331602,"A",13620,"Dirección:  | Reparto principal:  /  /  / "
"tt0105236","Reservoir Dogs",1992,"https://m.media-amazon.com/images/M/MV5BMzFhYjU2MGQtN2VlZi00OGJmLTg4ZGYtOWY5MWQ4NjFhNzljXkEyXkFqcGc@._V1_.jpg","Crimen, Suspense",8.3,1140362,"18",5940,"Dirección:  | Reparto principal:  /  /  / "
"tt0086250","El precio del poder",1983,"https://m.media-amazon.com/images/M/MV5BMWYzYjEwYWEtMDhhNS00MDk3LWI5OTgtYzQxYTIzNDUzYjkxXkEyXkFqcGc@._V1_.jpg","Crimen, Drama",8.3,976036,"18",10200,"Dirección:  | Reparto principal:  /  /  / "
"tt0113277","Heat",1995,"https://m.media-amazon.com/images/M/MV5BMTkxYjU1OTMtYWViZC00ZjAzLWI3MDktZGQ2N2VmMjVjNDRlXkEyXkFqcGc@._V1_.jpg","Acción, Crimen, Drama",8.3,766592,"13",10200,"Dirección:  | Reparto principal:  /  /  / "
"tt0036775","Perdición",1944,"https://m.media-amazon.com/images/M/MV5BM2YwNjZlZDktNTlmNS00ODQwLWJmNmUtYmE1NTBhYjc1YTY5XkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Cine negro",8.3,176161,"A",6420,"Dirección:  | Reparto principal:  /  /  / "
"tt0053125","Con la muerte en los talones",1959,"https://m.media-amazon.com/images/M/MV5BZjIyNWYzZmQtMzRkMS00OWU0LWJkYjctYTdmMjY2NjM4ZmUwXkEyXkFqcGc@._V1_.jpg","Aventura, Drama, Misterio",8.3,362529,"13",8160,"Dirección:  | Reparto principal:  /  /  / "
"tt1049413","Up",2009,"https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Comedia",8.3,1192159,"A",5760,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0022100","M, el vampiro de Düsseldorf",1931,"https://m.media-amazon.com/images/M/MV5BNzA0OTdlNDMtNTRkNS00MTY4LTlmNzEtOTk5MzA1ZDc3NDA3XkEyXkFqcGc@._V1_.jpg","Crimen, Misterio, Suspense",8.3,178391,"13",7020,"Dirección:  | Reparto principal:  /  /  / "
"tt0033467","Ciudadano Kane",1941,"https://m.media-amazon.com/images/M/MV5BMmJhODQwZWEtODY2Mi00MDMzLTkzMTMtNzMyMWM2OTdkNTBkXkEyXkFqcGc@._V1_.jpg","Drama, Misterio",8.3,484419,"14",7140,"Dirección:  | Reparto principal:  /  /  / "
"tt0093058","La chaqueta metálica",1987,"https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_.jpg","Drama, Bélico",8.2,828007,"18",6960,"Dirección:  | Reparto principal:  /  /  / "
"tt0052357","Vértigo (De entre los muertos)",1958,"https://m.media-amazon.com/images/M/MV5BZjE5YmM0OTgtYWM4Ny00YzMzLWIwNWEtMjY2YjZjNWZjY2E3XkEyXkFqcGc@._V1_.jpg","Misterio, Romance, Suspense",8.2,448318,"A",7680,"Dirección:  | Reparto principal:  /  /  / "
"tt0211915","Amélie",2001,"https://m.media-amazon.com/images/M/MV5BYTlmNDFkZDMtNDkyZS00YmFjLWFiZjEtODM0ZWYxYTZlMmQ4XkEyXkFqcGc@._V1_.jpg","Comedia, Romance",8.3,822597,"A",7320,"Dirección:  | Reparto principal:  /  /  / "
"tt0986264","Taare Zameen Par",2007,"https://m.media-amazon.com/images/M/MV5BMGI4OTE2OWUtNjdmYi00ZWRlLWE5MzctZDAxYjQ4MGI2NDc4XkEyXkFqcGc@._V1_.jpg","Drama, Familiar",8.3,221467,"PG",9720,"Dirección:  | Reparto principal:  /  /  / "
"tt1832382","Nader y Simin, una separación",2011,"https://m.media-amazon.com/images/M/MV5BMzg2NjkxMzAxNV5BMl5BanBnXkFtZTcwMjMwNzgwNQ@@._V1_.jpg","Drama",8.3,271242,"7",7380,"Dirección:  | Reparto principal:  /  /  / "
"tt0056592","Matar a un ruiseñor",1962,"https://m.media-amazon.com/images/M/MV5BZTUzMDM2MjgtM2NkOC00MTgxLTgwZjctMGFkYzE2N2Q0MmQwXkEyXkFqcGc@._V1_.jpg","Crimen, Drama",8.3,345099,"18",7740,"Dirección:  | Reparto principal:  /  /  / "
"tt0095016","Jungla de cristal",1988,"https://m.media-amazon.com/images/M/MV5BYWNmODUwZmQtYWY0My00OTMzLTk1ZTItYjc4ZGJkYTgzNzEwXkEyXkFqcGc@._V1_.jpg","Acción, Suspense",8.2,996203,"13",7920,"Dirección:  | Reparto principal:  /  /  / "
"tt0097576","Indiana Jones y la última cruzada",1989,"https://m.media-amazon.com/images/M/MV5BOWQzOGIyNjEtZDM3MS00OThhLWJlZWEtNTgzYTIzODY5Y2E2XkEyXkFqcGc@._V1_.jpg","Acción, Aventura",8.2,843847,"A",7620,"Dirección:  | Reparto principal:  /  /  / "
"tt0070735","El golpe",1973,"https://m.media-amazon.com/images/M/MV5BYjMxYWYzNTAtNjdjMC00YmJiLTljYWEtNjdkNmFjZWExZjJmXkEyXkFqcGc@._V1_.jpg","Comedia, Crimen, Drama",8.2,292231,"18",7740,"Dirección:  | Reparto principal:  /  /  / "
"tt0066921","La naranja mecánica",1971,"https://m.media-amazon.com/images/M/MV5BYjFiN2E5N2ItZjc1Yy00MzZmLThmZGQtNGIyYjljMzk1NmU4XkEyXkFqcGc@._V1_.jpg","Crimen, Ciencia ficción",8.2,916694,"(Banned)",8160,"Dirección:  | Reparto principal:  /  /  / "
"tt0252488","Hababam Sinifi: Sinifta Kaldi",1975,"https://m.media-amazon.com/images/M/MV5BZmY3MjVhMmQtOTcwYy00ZjcyLWFiZDgtN2JiODVjNjQzYWQyXkEyXkFqcGc@._V1_.jpg","Comedia",8.7,27494,"",5700,"Dirección:  | Reparto principal:  /  /  / "
"tt0017136","Metrópolis",1927,"https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_.jpg","Drama, Ciencia ficción",8.3,195947,"A",9180,"Dirección:  | Reparto principal:  /  /  / "
"tt15398776","Oppenheimer",2023,"https://m.media-amazon.com/images/M/MV5BNTFlZDI1YWQtMTVjNy00YWU1LTg2YjktMTlhYmRiYzQ3NTVhXkEyXkFqcGc@._V1_.jpg","Biografía, Drama, Historia",8.3,915140,"12",10800,"Dirección:  | Reparto principal:  /  /  / "
"tt0208092","Snatch. Cerdos y diamantes",2000,"https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_.jpg","Comedia, Crimen",8.2,952029,"18",6240,"Dirección:  | Reparto principal:  /  /  / "
"tt8579674","1917",2019,"https://m.media-amazon.com/images/M/MV5BZWRlZGY4MGEtYzQxMC00MjJiLTgzNWMtNDljMmEyNmNjYjJkXkEyXkFqcGc@._V1_.jpg","Acción, Drama, Bélico",8.2,736365,"12",7140,"Dirección:  | Reparto principal:  /  /  / "
"tt0119488","L.A. Confidential",1997,"https://m.media-amazon.com/images/M/MV5BYTRmMjhhNTktZDdiYy00YjYxLTljY2QtMTU0NTQwYzRhMTZmXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Misterio",8.2,645112,"18",8280,"Dirección:  | Reparto principal:  /  /  / "
"tt0040522","Ladrón de bicicletas",1948,"https://m.media-amazon.com/images/M/MV5BYmFiNzFmYjQtZmMzYS00NWMyLTg3NDItY2VkMmRkMmZlMGE2XkEyXkFqcGc@._V1_.jpg","Drama",8.2,187098,"A",5340,"Dirección:  | Reparto principal:  /  /  / "
"tt0363163","El hundimiento",2004,"https://m.media-amazon.com/images/M/MV5BZGNjNTdhMWYtOWRhMi00OGI5LThjOGUtYzY1OTM1ZWVhYmY1XkEyXkFqcGc@._V1_.jpg","Biografía, Drama, Historia",8.2,391177,"18",9360,"Dirección:  | Reparto principal:  /  /  / "
"tt5074352","Dangal",2016,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg","Acción, Biografía, Drama",8.3,229296,"A",9660,"Dirección:  | Reparto principal:  /  /  / "
"tt0993846","El lobo de Wall Street",2013,"https://m.media-amazon.com/images/M/MV5BY2Y2YmM1NmUtY2M2YS00Mjg1LWI0MDAtYzhlNzUyMjdjZGZjXkEyXkFqcGc@._V1_.jpg","Biografía, Comedia, Crimen",8.2,1704223,"16",10800,"Dirección:  | Reparto principal:  /  /  / "
"tt8503618","Hamilton",2020,"https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_.jpg","Biografía, Drama, Historia",8.3,130348,"12",9600,"Dirección:  | Reparto principal:  /  /  / "
"tt6966692","Green Book",2018,"https://m.media-amazon.com/images/M/MV5BYzRjYTA0ZTQtMDIzOC00NmNjLTk2OTAtOTJmZmIzODkwYTM0XkEyXkFqcGc@._V1_.jpg","Biografía, Comedia, Drama",8.2,645308,"12",7800,"Dirección:  | Reparto principal:  /  /  / "
"tt0075314","Taxi Driver",1976,"https://m.media-amazon.com/images/M/MV5BNjEzODdkNDgtMGNjMS00MTg3LWIyYTctMzVkYWM4N2I5ZDI0XkEyXkFqcGc@._V1_.jpg","Crimen, Drama",8.2,988034,"18",6840,"Dirección:  | Reparto principal:  /  /  / "
"tt0372784","Batman Begins",2005,"https://m.media-amazon.com/images/M/MV5BNWRhMDYyNDMtYTliYS00MGIxLWFkYzMtYmUyM2JhZjk5OTE4XkEyXkFqcGc@._V1_.jpg","Acción, Crimen, Drama",8.2,1659199,"13",8400,"Dirección:  | Reparto principal:  /  /  / "
"tt0120382","El show de Truman",1998,"https://m.media-amazon.com/images/M/MV5BODc4OGUxM2YtNTM2MS00NTAwLWE3NzktZTI0NWI0OTI0OGNiXkEyXkFqcGc@._V1_.jpg","Comedia, Drama",8.2,1300170,"A",6180,"Dirección:  | Reparto principal:  /  /  / "
"tt0059578","La muerte tenía un precio",1965,"https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@._V1_.jpg","Drama, Del oeste",8.2,291321,"18",7920,"Dirección:  | Reparto principal:  /  /  / "
"tt0055031","Vencedores o vencidos",1961,"https://m.media-amazon.com/images/M/MV5BYWE2NDBmOWEtZDZlYy00OTc0LTk0NWItMjkwYWU3NGJiOTc0XkEyXkFqcGc@._V1_.jpg","Drama, Bélico",8.3,92773,"18",10740,"Dirección:  | Reparto principal:  /  /  / "
"tt0053291","Con faldas y a lo loco",1959,"https://m.media-amazon.com/images/M/MV5BMWQ2MDYzMDMtNjY5My00MDljLThlMTktMTg4MGI5MDdmN2E5XkEyXkFqcGc@._V1_.jpg","Comedia, Música, Romance",8.2,297339,"A",7260,"Dirección:  | Reparto principal:  /  /  / "
"tt1130884","Shutter Island",2010,"https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_.jpg","Drama, Misterio, Suspense",8.2,1565756,"13",8280,"Dirección:  | Reparto principal:  /  /  / "
"tt0012349","El chico",1921,"https://m.media-amazon.com/images/M/MV5BNjNmNTVmNDUtYzJmNS00MjQ2LTg2NDEtNDlhZGM3ZjAyYzY3XkEyXkFqcGc@._V1_.jpg","Comedia, Drama, Familiar",8.2,142359,"A",4080,"Dirección:  | Reparto principal:  /  /  / "
"tt10272386","El padre",2020,"https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_.jpg","Drama, Misterio",8.2,216918,"7",5820,"Dirección:  | Reparto principal:  /  /  / "
"tt0107290","Jurassic Park (Parque Jurásico)",1993,"https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_.jpg","Acción, Aventura, Ciencia ficción",8.2,1134117,"13",7620,"Dirección:  | Reparto principal:  /  /  / "
"tt0042192","Eva al desnudo",1950,"https://m.media-amazon.com/images/M/MV5BOTM4ZjUzOGUtYzdlZi00ZmM5LTk5NTEtMjQxNDVmOTc5NWNlXkEyXkFqcGc@._V1_.jpg","Drama",8.2,145845,"13",8280,"Dirección:  | Reparto principal:  /  /  / "
"tt0469494","Pozos de ambición",2007,"https://m.media-amazon.com/images/M/MV5BMGE0NjVmYzItYmJmZS00ZjJhLTg2NjUtYTZkNjE5NjFjNGE4XkEyXkFqcGc@._V1_.jpg","Drama",8.2,677184,"13",9480,"Dirección:  | Reparto principal:  /  /  / "
"tt0167404","El sexto sentido",1999,"https://m.media-amazon.com/images/M/MV5BMjgwMjFkYzctNmRiZS00MmI4LTg5ODEtNmZkYTdjOTFiNDc0XkEyXkFqcGc@._V1_.jpg","Drama, Misterio, Suspense",8.2,1107411,"13",6420,"Dirección:  | Reparto principal:  /  /  / "
"tt0089881","Ran",1985,"https://m.media-amazon.com/images/M/MV5BZDk2NDY5YjktMjEyMC00OTJhLTkzM2EtY2Q4Y2RjYzc2Yjk4XkEyXkFqcGc@._V1_.jpg","Acción, Drama, Bélico",8.2,145587,"13",9600,"Dirección:  | Reparto principal:  /  /  / "
"tt0112641","Casino",1995,"https://m.media-amazon.com/images/M/MV5BZDIwMzQ3NGItYzg3Ni00NmY3LTljNjItOTUxNmQwMzJkOTc5XkEyXkFqcGc@._V1_.jpg","Crimen, Drama",8.2,597773,"18",10680,"Dirección:  | Reparto principal:  /  /  / "
"tt1745960","Top Gun: Maverick",2022,"https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_.jpg","Acción, Drama",8.2,792384,"12",7800,"Dirección:  | Reparto principal:  /  /  / "
"tt0477348","No es país para viejos",2007,"https://m.media-amazon.com/images/M/MV5BY2YzMjhjMWMtOThlZS00Yjg3LTk1MjEtMzRiM2U0YmFiNmIyXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Suspense",8.2,1135623,"18",7320,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0084787","La cosa (El enigma de otro mundo)",1982,"https://m.media-amazon.com/images/M/MV5BNTg2MzljY2ItZDg5ZS00YTUwLTlhZTMtM2UwNzZiOWE4MDc1XkEyXkFqcGc@._V1_.jpg","Terror, Misterio, Ciencia ficción",8.2,503724,"16",6540,"Dirección:  | Reparto principal:  /  /  / "
"tt0105695","Sin perdón",1992,"https://m.media-amazon.com/images/M/MV5BMWYxODJjNzMtZWZmOS00ZDMwLTk1YjQtZjgzNjMyODBlNmNiXkEyXkFqcGc@._V1_.jpg","Drama, Del oeste",8.2,457482,"18",7800,"Dirección:  | Reparto principal:  /  /  / "
"tt0457430","El laberinto del fauno",2006,"https://m.media-amazon.com/images/M/MV5BZmMwMmFkODMtNTNhMS00OTA4LTgzOGQtZTlkNWM5OWI3MGI5XkEyXkFqcGc@._V1_.jpg","Drama, Fantasía, Bélico",8.2,728790,"18",7080,"Dirección:  | Reparto principal:  /  /  / "
"tt0266697","Kill Bill: Volumen 1",2003,"https://m.media-amazon.com/images/M/MV5BOGZjM2FmNDUtYzI5OC00N2I2LWI3M2UtM2RiMGFmYzZkM2I1XkEyXkFqcGc@._V1_.jpg","Acción, Crimen, Suspense",8.2,1260395,"18",6660,"Dirección:  | Reparto principal:  /  /  / "
"tt0268978","Una mente maravillosa",2001,"https://m.media-amazon.com/images/M/MV5BMDlmOTE4M2YtZDI4OS00ZmQ4LWE4NGUtNjMxODliNTQ2ZWE5XkEyXkFqcGc@._V1_.jpg","Biografía, Drama, Misterio",8.2,1028106,"A",8100,"Dirección:  | Reparto principal:  /  /  / "
"tt1392214","Prisioneros",2013,"https://m.media-amazon.com/images/M/MV5BYjc1ZGI0MTQtOGM1My00OTNmLWJlNmMtODc0YjJjNzQwMDQ3XkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Misterio",8.2,883796,"16",9180,"Dirección:  | Reparto principal:  /  /  / "
"tt0040897","El tesoro de Sierra Madre",1948,"https://m.media-amazon.com/images/M/MV5BMTQ5MjY1NzUyNV5BMl5BanBnXkFtZTgwMzE4MzgyMjE@._V1_.jpg","Aventura, Drama, Del oeste",8.2,138389,"Approved",7560,"Dirección:  | Reparto principal:  /  /  / "
"tt0346336","La mejor juventud",2003,"https://m.media-amazon.com/images/M/MV5BZWJiODA5ZTAtNDA0NS00ZWM3LWE5MzQtODAzZTdmNTU0NmFiXkEyXkFqcGc@._V1_.jpg","Drama, Romance",8.5,25520,"R",22440,"Dirección:  | Reparto principal:  /  /  / "
"tt0055630","Yojimbo",1961,"https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_.jpg","Acción, Drama, Suspense",8.2,139051,"13",6600,"Dirección:  | Reparto principal:  /  /  / "
"tt0266543","Buscando a Nemo",2003,"https://m.media-amazon.com/images/M/MV5BMTFiMjA0NjAtZTEwYS00MWRiLWI3MGEtMDlkZGY1MDQ4NjhiXkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Comedia",8.2,1169303,"A",6000,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0347149","El castillo ambulante",2004,"https://m.media-amazon.com/images/M/MV5BMTZhNTc2M2YtOGFhMS00MmQ2LTkxNWUtYWNhNWYyN2E2YzY1XkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Familiar",8.2,489128,"7",7140,"Dirección:  | Reparto principal:  /  /  / "
"tt0057115","La gran evasión",1963,"https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_.jpg","Aventura, Drama, Suspense",8.2,270729,"13",10320,"Dirección:  | Reparto principal:  /  /  / "
"tt0071853","Los caballeros de la mesa cuadrada y sus locos seguidores",1975,"https://m.media-amazon.com/images/M/MV5BMGJmODUwODAtYjQyMi00MTVkLWExNGYtNjhjM2M1MDMxMjFlXkEyXkFqcGc@._V1_.jpg","Aventura, Comedia, Fantasía",8.2,591413,"A",5460,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0080678","El hombre elefante",1980,"https://m.media-amazon.com/images/M/MV5BMWU3NzBjNmEtYjE0OC00Y2VkLWJjNzQtZDM1Zjc1NWRkY2RjXkEyXkFqcGc@._V1_.jpg","Biografía, Drama",8.2,274925,"14",7440,"Dirección:  | Reparto principal:  /  /  / "
"tt0046912","Crimen perfecto",1954,"https://m.media-amazon.com/images/M/MV5BNGEwNGM3ZWYtN2E5ZS00NTEzLThlMTUtODI1ZmIzZDk2Y2RlXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Misterio",8.2,199489,"A",6300,"Dirección:  | Reparto principal:  /  /  / "
"tt4729430","Klaus",2019,"https://m.media-amazon.com/images/M/MV5BNmI4YzU4NWEtNTMwNi00MzIzLTgzYmUtNzlmOWRiNDgzZWRlXkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Comedia",8.2,217382,"A/i",5760,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0031381","Lo que el viento se llevó",1939,"https://m.media-amazon.com/images/M/MV5BYmYxZTE3YzMtYmE2Yy00NmFlLTkzYTAtYTAzN2IzNDFkN2E0XkEyXkFqcGc@._V1_.jpg","Drama, Romance, Bélico",8.2,348725,"A",14280,"Dirección:  | Reparto principal:  /  /  / "
"tt0071315","Chinatown",1974,"https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_.jpg","Drama, Misterio, Suspense",8.1,367719,"18",7800,"Dirección:  | Reparto principal:  /  /  / "
"tt1305806","El secreto de sus ojos",2009,"https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg","Drama, Misterio, Romance",8.2,234834,"7",7740,"Dirección:  | Reparto principal:  /  /  / "
"tt0120735","Lock & Stock",1998,"https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@._V1_.jpg","Comedia, Crimen",8.1,638201,"18",6420,"Dirección:  | Reparto principal:  /  /  / "
"tt0042876","Rashomon",1950,"https://m.media-amazon.com/images/M/MV5BZDlkYjViMDAtYjkxNy00ZDk1LWE5MmUtNDc4NDU3ZWJmOTYzXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Misterio",8.1,191101,"13",5280,"Dirección:  | Reparto principal:  /  /  / "
"tt0434409","V de vendetta",2005,"https://m.media-amazon.com/images/M/MV5BYmY5MDUxZDItZjJmNy00MWQxLTlhNDctYTMzOTUyNzY1OTdhXkEyXkFqcGc@._V1_.jpg","Acción, Drama, Ciencia ficción",8.1,1221109,"13",7920,"Dirección:  | Reparto principal:  /  /  / "
"tt2096673","Del revés",2015,"https://m.media-amazon.com/images/M/MV5BMTk4ZDdmMjYtNzE4Zi00NjhjLThkY2ItYTc4NDY5MzQzNWRkXkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Comedia",8.1,876857,"A",5700,"Dirección:  /  | Reparto principal:  /  /  / "
"tt5027774","Tres anuncios en las afueras",2017,"https://m.media-amazon.com/images/M/MV5BNTAzMzk4ZDQtNTE5ZC00YzllLWI1MjgtMWQ0YzAxMTk1NTk5XkEyXkFqcGc@._V1_.jpg","Comedia, Crimen, Drama",8.1,587647,"16",6900,"Dirección:  | Reparto principal:  /  /  / "
"tt0264464","Atrápame si puedes",2002,"https://m.media-amazon.com/images/M/MV5BNGUwZWRlNGQtYjZlNi00NmNiLThkZjktZGY3ZDkyZWY0MThhXkEyXkFqcGc@._V1_.jpg","Biografía, Crimen, Drama",8.1,1177764,"7",8460,"Dirección:  | Reparto principal:  /  /  / "
"tt0117951","Trainspotting",1996,"https://m.media-amazon.com/images/M/MV5BMTcwNzkwOTA0N15BMl5BanBnXkFtZTgwNDQ5NDQxMDE@._V1_.jpg","Crimen, Drama",8.1,753731,"18",5580,"Dirección:  | Reparto principal:  /  /  / "
"tt0050212","El puente sobre el río Kwai",1957,"https://m.media-amazon.com/images/M/MV5BYmNkMGZjM2EtZDE0Ni00Zjg5LWE0YjQtNWYwMDFlZGY4NGE5XkEyXkFqcGc@._V1_.jpg","Aventura, Drama, Bélico",8.1,243743,"A",9660,"Dirección:  | Reparto principal:  /  /  / "
"tt0081398","Toro salvaje",1980,"https://m.media-amazon.com/images/M/MV5BNmM3ZDU1ZjUtOTFhMC00YTFkLTg1NmYtZGE4NTBhNDhjYjg2XkEyXkFqcGc@._V1_.jpg","Biografía, Drama, Deporte",8.1,398296,"16",7740,"Dirección:  | Reparto principal:  /  /  / "
"tt29623480","Robot salvaje",2024,"https://m.media-amazon.com/images/M/MV5BNTViNGI0MzMtYTJlMS00Y2NiLTg5MDYtZTE3NTY1OWY3YmU3XkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Familiar",8.2,188332,"A",6120,"Dirección:  | Reparto principal:  /  /  / "
"tt0116282","Fargo",1996,"https://m.media-amazon.com/images/M/MV5BNjg4MWE0MjEtODFhNy00MjA5LTg5ODktMzgwNWFmZTAwNjBlXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Suspense",8.1,761670,"18",5880,"Dirección:  /  | Reparto principal:  /  /  / "
"tt1201607","Harry Potter y las Reliquias de la Muerte: Parte 2",2011,"https://m.media-amazon.com/images/M/MV5BNWY5MDMwYjQtZDU0NS00MTAwLWFlMDUtODA5YjMzNjdmYzJkXkEyXkFqcGc@._V1_.jpg","Aventura, Familiar, Fantasía",8.1,1006364,"7",7800,"Dirección:  | Reparto principal:  /  /  / "
